"","V1","V2","V3","V4","V5"
"1050","ARRO4O51187B993066",43.32618,-79.79854,"TRAXWKA128F425A97A","Legion Of Green Men"
"1051","ARROLGK1187FB5738D",39.26271,-121.01914,"TRBCRSH128F9327458","The Advantage"
"1052","ARROUEA1187FB4AA0F",38.8991,-77.029,"TRAHDSD12903CFE7D0","Atom"
"1053","ARRP4SJ11C8A414CFA",50.63718,3.06281,"TRATIBE12903CB342E","From Dying Skies"
"1054","ARRPCKN1187FB5BA2F",33.20271,-94.68121,"TRACXUW128F93093F5","Z.Z. Hill"
"1055","ARRR4Y81187FB524CE",30.76753,-92.11789,"TRAJAAV128F92DCF5F","Lonnie Brooks"
"1056","ARRRVMG1187FB532AC",29.36624,-100.89818,"TRAHTZN128F421A41F","Radney Foster"
"1057","ARRSIQ11187B98F216",34.05349,-118.24532,"TRASVIN128EF35C023","Kevin Max"
"1058","ARRTQ3Y1187B9AC835",36.97402,-122.03095,"TRALTTR12903C9E32E","Scott Weiland"
"1059","ARRU9GR1187FB43F56",33.46797,-82.50293,"TRAXGFM128F421EE47","Blind Willie McTell"
"1060","ARRVGAX1187FB4D745",35.21962,-80.01955,"TRAMNUT128F14B07A9","Little Eva"
"1061","ARRVIZY1187FB41246",37.27188,-119.27023,"TRAQMKM128F92E4EDD","California Oranges"
"1062","ARRVUWA1187B9A0FE2",21.51102,-77.80679,"TRAIKPO12903D0322C","Orquesta Aragón"
"1063","ARRW6DJ1187FB50A67",40.71455,-74.00712,"TRAXJQM128F42903F2","Pacha Massive"
"1064","ARRWAD71187FB3FE44",40.71455,-74.00712,"TRAELRO128F92DD2F1","Martha Wainwright"
"1065","ARRWDU31187B9B5656",38.62774,-90.19951,"TRAZUVR128F9306DA9","Jimmy McCracklin"
"1066","ARRWQW61187FB5B301",30.2676,-97.74298,"TRAIAFH128F4271742","Lou Ann Barton"
"1067","ARRX4FO1187FB58DD6",30.33138,-81.6558,"TRASXEL128F93499DF","Jackie Davis"
"1068","ARRXEJJ11F4C841087",37.16793,-95.84502,"TRAFGCY128F4246B9C","The Paynes"
"1069","ARRYTVF1187FB4A460",38.8235,-75.92381,"TRBDYTE128F931F2F0","Click / Click_ M_Ferri"
"1070","ARRZFUG1187B98AD42",37.41402,-79.14284,"TRAISVG128F42706A4","Ray Pillow"
"1071","ARRZNBD122C867517B",23.62574,-101.95625,"TRBAEFI12903CD25B3","Los Cumbieros Del Sur"
"1072","ARS10A81187B9B6E16",41.88415,-87.63241,"TRATESS128F934DA9F","Art Ensemble Of Chicago"
"1073","ARS5Z5P1187FB3F325",43.7427,-84.62167,"TRAOSRJ12903CF859F","Sex Machine ft. Shèna"
"1074","ARS6L1E1187FB585B6",52.3667,9.3667,"TRAMCUA128F4238312","Karlheinz Stockhausen"
"1075","ARS755J1187B9920C6",37.27188,-119.27023,"TRAMERT128F92EBE2D","Assassin"
"1076","ARS7E2E1187FB361BC",31.1689,-100.07715,"TRAXEAE128F42930AA","Mayday"
"1077","ARS7WBX1187B98CA38",32.58507,-89.87374,"TRAWFSY128EF35DC76","Buffalo Nickel Band"
"1078","ARS8HNI1187B9B0785",23.1168,-82.38859,"TRBGHKQ128F4264A88","Cachao"
"1079","ARS8KBY1187FB4BC7E",39.95227,-75.16237,"TRAIENF128F42AAA41","Kurupt_ Rosco_ Jayo Felony & 40 Glocc"
"1080","ARS8VY21187B990549",40.19316,-85.38173,"TRADDPM12903CFED88","Ray Boltz & Steve Millikan"
"1081","ARS94L01187B9AD297",34.41925,-119.69887,"TRANRTT128F9347342","Nerf Herder"
"1082","ARSAJKR1187FB4C5DC",42.33168,-83.04792,"TRASJND128F423587C","Kim Wilson"
"1083","ARSC6WR1187FB40B18",46.91008,-98.70853,"TRAXFVD128F933E94A","Peggy Lee"
"1084","ARSCLMG1187FB3CEE4",37.77916,-122.42005,"TRAQZPC12903CDE0D5","HardNox"
"1085","ARSDFYB11F50C4F736",34.05349,-118.24532,"TRAMUJQ128F4258D02","The Cutting Edge"
"1086","ARSDSMG1187B98CB59",40.71455,-74.00712,"TRAIEXH128F9353678","Eddie Cantor"
"1087","ARSE6YI1187B9B9CD2",30.2676,-97.74298,"TRAAJNM12903CF4750","James Hunter"
"1088","ARSEUOO1187B999569",29.57535,-97.14306,"TRAGUAA128F4291AB1","Adolph Hofner"
"1089","ARSGZ3J1187FB3E610",34.01156,-118.49229,"TRAAMYQ128F148B753","Shelley Fabares"
"1090","ARSKPIJ11F50C50608",34.05349,-118.24532,"TRATCPN128F42973DD","Marquez the Greatest"
"1091","ARSL5SP1187B9A7AE0",34.05349,-118.24532,"TRAYQAN128F146247B","N.W.A."
"1092","ARSPC9J1187B9A7EA1",33.74831,-84.39111,"TRAWTKN128F9334CA4","Ghetto Mafia"
"1093","ARSPIHU1187B99DDD8",37.77916,-122.42005,"TRASVHR12903CD01C9","Protein"
"1094","ARSPQ0H1187B999944",54.97938,-1.54508,"TRAHXWA128F4265D32","Eric Burdon"
"1095","ARSRFOY1187B9917DA",41.88415,-87.63241,"TRAEGJE128F42656F1","Otis Taylor"
"1096","ARSS4Y41187B9B0AC6",38.41982,-82.44537,"TRBBULA128F146E122","Bobaflex"
"1097","ARSSR8L1187B990BC5",50.67109,-1.32524,"TRBGYVK128F426A0D6","Joey Negro"
"1098","ARSTA431187B9A3599",18.01571,-76.79731,"TRANJPA128F92CAE02","Dennis Brown"
"1099","ARSWXNX1187FB3D04E",-37.0907,-63.58481,"TRACMOL128F424B776","Chango Spasiuk"
"1100","ARSX3I61187B98FAC7",35.03731,-90.06146,"TRANKMZ128F42A0098","Frank Stokes"
"1101","ARSX6IX1187B9B640C",35.14968,-90.04892,"TRAMBYY12903CD7379","Big Star"
"1102","ARSYOWS1187FB41157",40.71455,-74.00712,"TRAMGSK128F1473A5B","The Rascals"
"1103","ART09111187FB5BF48",32.36503,-88.70307,"TRACOBC128F4266853","Ty Herndon;Stephanie Bentley"
"1104","ART3O5Z1187B9AB043",32.77815,-96.7954,"TRACWBO128F92F322F","Stevie Ray Vaughan And Double Trouble"
"1105","ART4EPR1187FB38772",52.0953,1.31388,"TRADVBS128F4223455","Malcolm McLaren"
"1106","ART59BB1187FB3866E",34.19363,-79.76906,"TRAKIKG128F932BC18","Through the Eyes of the Dead"
"1107","ART70HI1187B9A37BC",32.20703,-90.14988,"TRAHXFG12903CCED81","Elmore James"
"1108","ART9Z1P1187FB36C94",6.47279,-66.58904,"TRADKGW12903CC8CB9","Edmundo Ros"
"1109","ARTB5PP1187FB523B7",41.88415,-87.63241,"TRACTQD128F14B0F9D","Donny Hathaway"
"1110","ARTBFV61187FB3C250",34.05349,-118.24532,"TRAPMCS128F92E88C5","Johnny Horton"
"1111","ARTC5DW1187B98FCF2",51.50632,-0.12714,"TRANJMB128F42926E4","Plump DJs"
"1112","ARTDBI61187FB48479",42.99671,-85.59012,"TRAICFW128F42ADB39","Marvin Sapp"
"1113","ARTDUXM1187B9899ED",32.33112,-90.60536,"TRACMPZ12903CF150B","Charley Patton"
"1114","ARTE3P61187B9A709D",41.26069,-95.93995,"TRAROUS12903CF4F08","Roger Williams"
"1115","ARTE6AQ1187B9B2826",42.33168,-83.04792,"TRADGXI128F9339C88","The High Strung"
"1116","ARTHIJ41187FB57411",14.63554,-61.02281,"TRBEORE128F92E8476","Princess Lover"
"1117","ARTHKHA1187FB3996A",40.85251,-73.13585,"TRAEWQP128F9330AF7","PMD"
"1118","ARTHWIZ1187FB4258D",52.40698,-1.50776,"TRAHODY128F92F6CB6","Frank Ifield"
"1119","ARTIGQM1187B98D1F2",51.59109,-0.14858,"TRASQCW12903CA07D9","Ray Davies"
"1120","ARTJ9GZ1187B9B46DE",41.88415,-87.63241,"TRAJASJ128F1492899","Young-Holt Unlimited"
"1121","ARTO9UO1187B9B2D47",35.21962,-80.01955,"TRAJUPY128EF3645D3","Mystery"
"1122","ARTOC971187FB37592",40.14323,-74.72671,"TRAKEFC128F4271F38","Lord Sterling"
"1123","ARTQ0WY1187B98A7B0",55.95327,-3.11499,"TRARCMH12903CB8E8B","Harry Lauder"
"1124","ARTQZKW11EB9C80B4C",53.89128,-68.43114,"TRAKIQQ12903CA7434","Neema"
"1125","ARTR7971187FB4CF69",41.50471,-81.69074,"TRAOBOQ12903CC1289","Rocket From The Tombs"
"1126","ARTT43U1187B9A9E9B",34.19423,-118.39157,"TRARDSC128F148B688","Shelby Flint"
"1127","ARTUXSS1187FB4BD20",40.71455,-74.00712,"TRBHHCI12903CAEEB5","Doc Pomus"
"1128","ARTVBNL1187FB52DF3",-14.24292,-54.38783,"TRAMXVR128F92EE43B","Grupo Batuque"
"1129","ARTX57T1187B98F34B",18.11526,-77.27348,"TRAQQUQ128F933671B","Mikey General"
"1130","ARTXEZN1187B9B8190",62.19845,17.55142,"TRAASZE128F93499AE","Agnes"
"1131","ARTXGGI1187B9B3D58",38.54666,-121.74477,"TRAHBQT128F4213403","Blackalicious"
"1132","ARTXJFJ1241B9C55EF",37.16793,-95.84502,"TRBEPTD12903CDFD52","Karnig Sarkissian"
"1133","ARTYGL51187B98F9D3",33.13178,-91.96148,"TRAHPBE128F93071CF","K.T. Oslin"
"1134","ARTYIAO11F4C83EE8E",42.31256,-71.08868,"TRAZPKX128F930BCB9","Dan Moretti"
"1135","ARTZXUP11F4C83D65B",9.08457,8.67425,"TRAQDYJ128F14989F8","Crystals"
"1136","ARU0HTX1187B98B4C6",34.05349,-118.24532,"TRAAZPJ128F4292DB5","Lisa Lynne"
"1137","ARU230L1187FB4642F",37.80506,-122.27302,"TRAUMBG12903CF0D68","Walter Hawkins"
"1138","ARU24791187B996E24",46.8132,8.22395,"TRACWRW12903CC3CA2","Prisma"
"1139","ARU2I2B1187FB472E8",33.95319,-84.54588,"TRBBLTE128F42558EF","Moros Eros"
"1140","ARU34651187B99A264",40.71455,-74.00712,"TRAOEEH12903CB5178","Michal"
"1141","ARU3YYC1187FB43FEE",-34.60852,-58.37354,"TRARAZI128F427F3B4","Luis Alberto Spinetta"
"1142","ARU5CP31187FB44C3A",31.1689,-100.07715,"TRBAJXD12903CC3493","Beth Nielsen Chapman"
"1143","ARU81FP1187B98C71E",35.6139,-88.8194,"TRAVUYV128F4239504","Big Maybelle"
"1144","ARU868Z1187FB47319",42.18419,-71.71818,"TRAHBOV128F92EF77A","Wonderland"
"1145","ARU9Q5Q1187FB3D6EB",34.05349,-118.24532,"TRAOKYH128F14852C0","Bobby Hutcherson"
"1146","ARUABHE1187B9AF820",51.45366,-2.59143,"TRAYZJX128F42992F7","Way Out West"
"1147","ARUAKAN1187FB48204",39.2794,-74.57555,"TRAHECO128F9360EB4","Walter Trout"
"1148","ARUDY181187B9B5F49",31.03896,-93.97961,"TRAJHRC128F9340CFA","Charlie Walker"
"1149","ARUDYKB11F4C83C269",29.95369,-90.07771,"TRBFWYX128F145F889","Lil Wayne"
"1150","ARUEYGC1187FB3D94B",41.88415,-87.63241,"TRAJSCW128F9335F78","The Chi-Lites"
"1151","ARUF71J1187FB511C1",37.08571,-88.59583,"TRABLOM128F426BE8A","Boots Randolph"
"1152","ARUFCZ41187B9A868E",27.9758,-81.54106,"TRAUAQR128F9349BE2","Passion"
"1153","ARUFRGT1187B98ED43",-28.49522,-63.81885,"TRBAFYR12903CA6588","Leo Dan"
"1154","ARUG6DV1187B992475",33.45081,-90.645,"TRACZEZ12903CF673A","Willie Clayton"
"1155","ARUGU0E1187B9B30F6",34.05349,-118.24532,"TRALYPO128F429C4AF","The Doors"
"1156","ARUGX5X1187FB468C4",34.15917,-118.50119,"TRACBBV12903CB9BF8","Dino"
"1157","ARUHT3M1187FB44FB4",41.51776,-72.75753,"TRAWYTV128F429DEE8","Delirious"
"1158","ARUHX3U1187FB57A44",45.49919,-78.24499,"TRAXXQA128F9301855","Janie Fricke"
"1159","ARUHYH21187B98BA89",44.23153,-76.47933,"TRAHKRO128F9320EA7","The Tragically Hip"
"1160","ARUIRXF1187FB45BC6",31.1689,-100.07715,"TRANQNS128F42739D1","JK"
"1161","ARUKNSS1187FB435E3",40.71455,-74.00712,"TRANKPC128F92F79F5","Bobby Broom"
"1162","ARUL0VB1187B9A01AA",64.95014,26.06739,"TRAUXEL128F42683D5","Cadacross"
"1163","ARUME5Q1187B9B1AA7",46.23518,-119.09456,"TRARWHW12903CE84D3","Kristine W."
"1164","ARUNHZF122988ED7DA",35.21962,-80.01955,"TRAHZNL128F9312B48","Lou Reid & Carolina"
"1165","ARUNYOW1187FB43F2A",34.96578,-80.07691,"TRAHEYD128F934A130","Blind Boy Fuller"
"1166","ARUP5LV1187FB50BD8",34.16788,-111.9307,"TRASRRC128F93318B2","Fuzz"
"1167","ARUQSEE1187B9983F8",40.75851,-82.5148,"TRBGHZA128F9340CE7","Music Explosion"
"1168","ARUT16P1187FB532A4",33.39847,-91.03786,"TRAITJA12903CECB2E","Tyrone Davis"
"1169","ARUTEVU1187B9ACAF9",34.05349,-118.24532,"TRAJFFF128F429874A","Lifehouse"
"1170","ARUUP4L1187B9B72EB",32.71568,-117.16172,"TRAJTCX128F42990AD","Diamanda Galas"
"1171","ARUVPCM1187FB5C281",37.16793,-95.84502,"TRAJYXI12903CF8185","Attack Attack"
"1172","ARUYGJ31187B9A2FEA",30.33138,-81.6558,"TRBAJRL128F1482E66","The Summer Obsession"
"1173","ARUZLXZ1187FB3BFF1",34.16788,-111.9307,"TRBHUPU128F4230F81","Wednesday 13"
"1174","ARUZS6L1187FB50A56",38.62774,-90.19951,"TRALRKB128F42B74D2","Dave Weckl"
"1175","ARV1ALU1187FB4D77E",33.6671,-117.76505,"TRABLGI128F42B867A","Eighteen Visions"
"1176","ARV1JVD1187B9AD195",35.91463,-79.05661,"TRAADLX128F1469250","Loudon Wainwright III"
"1177","ARV21JS1187B99E516",40.73197,-74.17418,"TRAJSFB128F4270AED","Jerry Lewis"
"1178","ARV2F621187B993BF6",37.77916,-122.42005,"TRAPZAW128F930FEEF","The Waybacks"
"1179","ARV2V751187FB4330F",40.14323,-74.72671,"TRAAUZX128F92F3D53","Rah Digga (Featuring Outsidaz)"
"1180","ARV2X851187FB41A78",42.31256,-71.08868,"TRARBGM12903CC5026","Open Hand"
"1181","ARV33RQ1187B9A5734",38.00335,-79.77127,"TRASODE128F930F19A","Kate Maki"
"1182","ARV38M11187B99424D",37.27188,-119.27023,"TRANQDS12903CE3E1D","Graham Central Station"
"1183","ARV4BPJ1187B99C978",34.02791,-94.73954,"TRAVDNM128F9344090","Gail Davies"
"1184","ARV4KO21187FB38008",37.80506,-122.27302,"TRAFMHY128F92FDDBF","Del Tha Funkee Homosapien"
"1185","ARV57NY1187FB3C1DC",37.33847,-121.88579,"TRAETWP128F421AD6A","Tommy Castro"
"1186","ARV5O111187B9A3F3A",47.61002,-122.18755,"TRASFEI128F4269F12","Carl Davis"
"1187","ARV8DLF1187B9A4C7C",34.05349,-118.24532,"TRAQIYQ12903CBAE8A","The Mighty Clouds Of Joy"
"1188","ARVAE1F1187B994957",39.95227,-75.16237,"TRAXEWH12903CF66CB","Gerald Veasley"
"1189","ARVBG53119B8668924",40.71455,-74.00712,"TRBHKLV12903CEA0A0","Sub Swara"
"1190","ARVBP9K1187FB48254",43.64856,-79.38533,"TRADAZP12903D0A480","Cancer Bats"
"1191","ARVBXZ01187B997092",19.59009,-155.43414,"TRARFTH128F93052CF","Daniel Paul"
"1192","ARVCCEM11F4C83DD74",31.1689,-100.07715,"TRBFPYV128F421FA78","D.R.S."
"1193","ARVCNOU1187FB4C6F0",35.30914,-98.52102,"TRBAFBZ128F9325CA4","Emit"
"1194","ARVDMV71187FB43A8F",52.88356,-1.97406,"TRAPBNU128F92FB4B7","David Palmer"
"1195","ARVEXQ51187B9B8237",34.05349,-118.24532,"TRBAIEK128F932CCF7","The Funeral Pyre"
"1196","ARVEZFH1187B9A6F9C",38.66059,-77.24787,"TRAXGHO12903CD4403","Dominic"
"1197","ARVG8T61187FB440EB",42.31256,-71.08868,"TRAKKCL128F92FAE59","Livingston Taylor"
"1198","ARVGPOM1187FB55737",39.95227,-75.16237,"TRAIASV128F930BC5F","Billy Butler"
"1199","ARVJ6541187B9A4C3E",59.75952,18.70249,"TRARSAM128F4256E04","Månegarm"
"1200","ARVJVFF1187B9B40D6",40.7174,-74.04323,"TRARWMG128F933667C","Al Di Meola"
"1201","ARVKT151187B9A181D",33.98163,-117.37388,"TRAEWHH128F428F3AB","The Color Red"
"1202","ARVLMSG1187B98E07E",34.74865,-92.27449,"TRAYJOQ128F42AD10C","Dale Hawkins"
"1203","ARVML4B1187FB52324",40.73197,-74.17418,"TRACYTM128F933A555","Leroy Hutson"
"1204","ARVMZFK11F50C4A0D2",37.77916,-122.42005,"TRAXGNO12903CBF173","Tunsi"
"1205","ARVNDLR1187B99CA1B",35.30914,-98.52102,"TRAIYAV12903CE8475","Dolce; Orange Factory"
"1206","ARVNK831187FB48831",37.27188,-119.27023,"TRAFKHA12903CF0E89","Shakedown"
"1207","ARVO6RD1187FB403CA",40.71455,-74.00712,"TRBDKFP128F4243502","Annie Minogue Band"
"1208","ARVOWE21187FB3AE3C",41.88415,-87.63241,"TRARBZK128F934549A","Enuff Z Nuff"
"1209","ARVQ4QM1187B98AD95",33.52029,-86.8115,"TRAMOKN128F9348196","Hank Penny"
"1210","ARVQ7I31187B9B64C9",40.43831,-79.99745,"TRAZRXP12903CBD6A9","Vonray"
"1211","ARVQTZP1187FB40283",37.77916,-122.42005,"TRAZNFE128F92E49BF","Constance Demby"
"1212","ARVSDB11187FB4270B",51.55615,-0.25969,"TRACWBS128F932C993","The Creation"
"1213","ARVTGUZ1187B9AA3DA",30.43977,-84.28065,"TRAOCSE128F4282321","No Address"
"1214","ARVVSJC1187FB3A637",34.05349,-118.24532,"TRAVVUS128F92EA4F9","Rob Mullins"
"1215","ARVXKTV1187FB44139",36.97402,-122.03095,"TRAGVRD12903D09FED","Arsonists Get All The Girls"
"1216","ARVZWQ31187B9B8946",34.05349,-118.24532,"TRAFPAY128F146B23B","Liars"
"1217","ARW2DG51187B9A170F",44.81187,20.46414,"TRAJKIG128F92D9132","Ana Popovic"
"1218","ARW2Y3Q1187FB38020",42.3519,-71.14566,"TRATQUI128F9347C68","The Sterns"
"1219","ARW3V6T1187B9ACAC4",48.39023,-4.48622,"TRAOJYI128F42AD95E","Miossec"
"1220","ARW45K91187FB3DE04",44.00118,-71.6342,"TRAVOYJ128F92DD470","Tommy Makem;The Clancy Brothers"
"1221","ARW4AGO1187FB4F107",33.45081,-90.645,"TRAMENF128F429F999","Jazz Gillum"
"1222","ARW4ZCO1187B9B22D3",54.31392,-2.23218,"TRAJDSQ128F14AEABD","AFS"
"1223","ARW5IF01187B9AEA98",33.6671,-117.76505,"TRALZUL128F4236D23","Sugar Ray"
"1224","ARW63KF1187B98AC48",46.71067,1.71819,"TRAIOBB128F146A944","Julien Clerc"
"1225","ARW6LIW1187B9966CD",39.10295,-94.58306,"TRAJHAH128F9314177","JERRY WALLACE"
"1226","ARW86ZJ11A348EFE7F",44.83663,-0.58104,"TRATQWZ128F93133F8","Edgar De L'est"
"1227","ARW9FP41187B98C2A7",57.15382,-2.10679,"TRAYWLI128F9300223","Annie Lennox"
"1228","ARW9LQ31187FB4336D",41.52493,-88.08459,"TRBIBVM128F4262E9D","Drop Dead_ Gorgeous"
"1229","ARWA6NT1187FB3F15C",51.11655,-0.18703,"TRAJKXS128F42340B5","The Cure"
"1230","ARWADDH1187B98FDBB",34.05349,-118.24532,"TRAWCTI128F931BF21","Home Town Hero"
"1231","ARWBAI21187B991E2E",41.88415,-87.63241,"TRAJSQK12903CB1099","Tommy Sands"
"1232","ARWBN9B1187B988B95",48.76767,9.17192,"TRAJZPU128F422C1D2","Eberhard Weber"
"1233","ARWBYIR11F4C83B3FE",38.8235,-75.92381,"TRAMCDJ128F42830EC","Double Image"
"1234","ARWC3XN1187B9A8D82",40.71455,-74.00712,"TRAGSIT128F426F746","ZO2"
"1235","ARWC6LA1187B9B2096",37.27188,-119.27023,"TRASGBN128F42951D4","Ian Moore"
"1236","ARWDEEB11E2835E73C",51.50632,-0.12714,"TRAXDNU128F9341CDE","Faces"
"1237","ARWEM1D1187FB4077B",54.07485,-2.71939,"TRAUBRC128F92EF13F","Sonny Landreth"
"1238","ARWEPRZ1187FB4E2BB",40.71455,-74.00712,"TRAZTJH12903CC5137","Gabriela Anders"
"1239","ARWGIOC1187FB4CBEF",37.16793,-95.84502,"TRAOHMN128F92EA786","Jim Chappell"
"1240","ARWGY6U1187B98B228",21.51102,-77.80679,"TRAHNFO128F92EB631","Orquesta Sublime"
"1241","ARWHM281187FB3D381",37.80506,-122.27302,"TRACRQV12903CC995F","Souls Of Mischief"
"1242","ARWI6LR1187FB46E9F",43.57607,7.01815,"TRACNPT128F92FBE31","Richard Galliano"
"1243","ARWIMT21187B9B5AEC",32.58507,-89.87374,"TRAJZZC128F424A4D0","Joe Turner_ Joe Houston_ L. C. Williams"
"1244","ARWJAQ81187FB46F73",45.75342,21.22327,"TRAXRHD12903CF0EAB","Negura Bunget"
"1245","ARWJHW61187B98FA8E",-4.03479,21.75627,"TRACNDP12903CDA658","Papa Wemba"
"1246","ARWLV931187B9B0F5A",30.33138,-81.6558,"TRAYKZI128F932B9E8","Evergreen Terrace"
"1247","ARWMZYB1187FB480A7",4.65637,-74.11779,"TRASCXA128F9323581","Aftermath"
"1248","ARWNRBH1187B9B7E68",48.88437,2.26934,"TRARIMG128F931B45A","Philippe Sarde"
"1249","ARWONOR1187FB3817C",43.7698,-79.4138,"TRAIPZY128E0787299","Geddy Lee"
"1250","ARWPHQB11F4C83B42B",35.21962,-80.01955,"TRAOORD12903CCD128","Stickboy"
"1251","ARWPYQI1187FB4D55A",53.45644,-2.63265,"TRAXLZU12903D05F94","Rick Astley"
"1252","ARWQ2DR1187B98FF28",32.46292,-84.98763,"TRACBWQ128F92F2B91","Ma Rainey"
"1253","ARWQ3M31187FB4CF01",33.74831,-84.39111,"TRAXSWS128F4254E1A","ARRESTED DEVELOPMENT"
"1254","ARWQ3W11187FB3F35E",53.34376,-6.24953,"TRBCWYJ128F93213A1","Eleanor McEvoy"
"1255","ARWSMC91187B9AD369",51.48126,-3.18067,"TRACNYM12903CDF543","Helen Love"
"1256","ARWTWYV1187B996D8B",18.01571,-76.79731,"TRAQGHF128F4263CCB","Pelt"
"1257","ARWUK9L11C8A42C37B",32.58507,-89.87374,"TRAMGTA128F9343FAC","Workhorse"
"1258","ARWV4FQ11C8A42ABCE",62.19845,17.55142,"TRAHPAY12903CCD787","Dhamika"
"1259","ARWVMJA1187B98AA6E",37.27188,-119.27023,"TRANIFM128F931C027","Nancy Walker"
"1260","ARWX5TK1187FB4CDBE",52.88356,-1.97406,"TRASOUI128E078F152","The Who"
"1261","ARWXJTT1187FB509FD",53.95333,-1.08342,"TRAICIO12903CBD65B","Epidemic"
"1262","ARWY7I71187FB36C3D",40.71455,-74.00712,"TRARBGR128F42264D1","Lesley Gore"
"1263","ARWYDXE12420780913",37.27188,-119.27023,"TRACGDB128F93509E0","Baby Grand"
"1264","ARWYVP51187B98C516",42.33168,-83.04792,"TRAADLH12903CA70EE","The Suicide Machines"
"1265","ARWZE8O1187B9B8480",40.71455,-74.00712,"TRAHGCI128F14ACB7D","Elmer Bernstein"
"1266","ARWZSFC1187FB567BF",40.65507,-73.94888,"TRACTUH128F92C93A3","Eddie Money"
"1267","ARX0IEI1187FB4FF4B",60.3907,5.33275,"TRABMBK12903CB8E0A","Circular"
"1268","ARX0X2D1187B99F515",30.9742,-91.52382,"TRARZBR128F934715D","HA-ASH"
"1269","ARX14WH1187FB50649",51.76102,-0.23396,"TRAGAVB128F932585E","Babe Ruth"
"1270","ARX2R5A1187FB5B85B",33.74831,-84.39111,"TRAUACD12903CEF021","Ann Nesby"
"1271","ARX4D1E1187B9A9C4D",40.21787,-74.7594,"TRANKSF128F930F91B","Carman featuring Commissioned & The Christ Church Choir"
"1272","ARX6TAQ11C8A415850",40.71455,-74.00712,"TRAZWGK128F93141E3","Lady GaGa"
"1273","ARX8PZU1187B9AA7E2",32.51461,-93.74727,"TRBBRYI128F42370F5","Mighty Joe Young"
"1274","ARXAHU31187B9B1520",51.50632,-0.12714,"TRALVNT128F931C4C6","Vex'd"
"1275","ARXALW01187FB4B466",40.71455,-74.00712,"TRALQXV12903C9FE7B","Sylvia Tosun"
"1276","ARXBM4N1187B98ECA5",21.34765,-157.7197,"TRAYBNB12903CE2D9D","Cyril Pahinui"
"1277","ARXBOZ01187FB38261",44.80171,-68.77077,"TRBGRXO128F4282115","Howie Day"
"1278","ARXBPW31187FB4D335",51.45238,-0.99603,"TRAKEDS128F9337392","Cargo Cult"
"1279","ARXBXVM11E9057944C",40.19033,-82.66947,"TRADGIX128F9315B2D","NewFound Road"
"1280","ARXCUQE1187B9ADD91",43.04181,-87.90684,"TRACFRC12903CFEDD6","Pee Wee King"
"1281","ARXDDH31187FB3DF1C",30.08615,-94.10158,"TRAPNMZ128F92EF15D","Barbara Lynn"
"1282","ARXDQJB1187FB57154",51.50632,-0.12714,"TRAMVOM128F42ACB16","Faithless"
"1283","ARXFAOQ1187B9A3616",18.11526,-77.27348,"TRAIKVZ12903CBF0F3","Dave And Ansel Collins"
"1284","ARXFWVC1187B98ED6B",41.51526,-90.43987,"TRBBFBZ128F42493ED","Jude Cole"
"1285","ARXG6L11187FB5695E",52.47859,-1.9086,"TRAAZLK128F93586D6","SWAMI featuring Asuivre"
"1286","ARXGICZ1187FB444DD",44.97903,-93.26493,"TRAHKND128F935E15F","The Merry Macs"
"1287","ARXHDZ81187FB43F80",56.95468,-98.30897,"TRAOMDT12903CF73C3","Adrienne Pierce"
"1288","ARXHFWE1187FB410A9",34.20034,-119.18044,"TRAUYXI12903CC7355","Oh No"
"1289","ARXI7WU1187FB4D75E",17.57975,-3.99883,"TRAOFJZ128F92F8F65","Tinariwen"
"1290","ARXICPY122CC3B292D",37.27188,-119.27023,"TRAMXOD128F9306E6D","Tanika Turner"
"1291","ARXIIEY1187FB44EAF",35.14968,-90.04892,"TRABEKF128F42765FF","Nights Like These"
"1292","ARXIPJZ1241B9C818F",51.89834,-8.47277,"TRAMDQZ128F4249913","Jennifer Clarke"
"1293","ARXJSHW1187B9A2A52",25.72898,-80.23742,"TRARNJN12903CE49F8","Nestor Torres"
"1294","ARXK4YK1187FB4D0C4",51.50632,-0.12714,"TRAYVNF128F42986EC","Dub Pistols feat. TK & JMS"
"1295","ARXK4ZA1187B99753A",43.8814,10.23522,"TRAIDHP12903D09B15","Malina"
"1296","ARXK6E71187FB4AA1E",43.64856,-79.38533,"TRANVMD128F933AC4A","The Cliks"
"1297","ARXKPYC11E2835E356",43.19899,27.92076,"TRBAODV12903CDC484","Lot Lorien"
"1298","ARXLOGT1187FB45068",34.19767,-101.69814,"TRADHPE128F429FE9C","Jennifer Brown"
"1299","ARXOUML1187FB48ACB",45.51179,-122.67563,"TRAHCQZ12903CFF0B9","Patrick Lamb"
"1300","ARXP9GE1187FB3ED0E",42.68318,-83.13702,"TRABWJA128F1460CFC","Becky Baeling"
"1301","ARXPDRB1187B9AD0B1",41.88415,-87.63241,"TRAJLOR128F428CCC9","Patti Smith"
"1302","ARXQZPD122988F57B8",52.23535,21.00939,"TRBBDSZ128F4273088","Molesta Ewenement"
"1303","ARXR2N11187B99857E",34.18806,-118.94151,"TRAYXMP128F428ACCA","Hotwire"
"1304","ARXRMXD12086C1309C",46.71067,1.71819,"TRAPXTG12903CE64CF","Jean-michel Rotin"
"1305","ARXRVY51187B99E98E",45.4215,-75.69189,"TRAEWKQ128F427C3EC","Jim Bryson"
