"","V1","V2","V3","V4"
"338",1976,"TRAQEZO128F9345243","The Real Kids","Better Be Good"
"339",1977,"TRAPTMB12903CDA80E","Adalberto Santiago","Tu Me Desesperas"
"340",1977,"TRATOQD128F9336A53","Alphonse Mouzon","The Ram And The Scorpio"
"341",1977,"TRAXZSJ128F145B3B0","Be Bop Deluxe","Piece Of Mine"
"342",1977,"TRAHKGQ128F1458CAB","Brand X","Collapsar"
"343",1977,"TRAFNEI128F1458CAA","Brand X","Hate Zone"
"344",1977,"TRAGSOA128E078F934","Burning Spear","It's A Long Way Around"
"345",1977,"TRAYCIT128F92F1A43","Chelsea","Right To Work"
"346",1977,"TRASLMY128E0782D6A","David Bowie","Moss Garden (1999 Digital Remaster)"
"347",1977,"TRANZIL128F42A2670","Dolly Parton","Light Of A Clear Blue Morning"
"348",1977,"TRACTUH128F92C93A3","Eddie Money","Two Tickets To Paradise"
"349",1977,"TRBCJVF128F14A8A16","Foghat","Slow Ride [Live Version]"
"350",1977,"TRAKOLY128F4280217","Fredi","Laula kanssain"
"351",1977,"TRAMWOH12903CA8BA0","Gal Costa","Me Recuso"
"352",1977,"TRAOZSG128EF3428D8","Irwin Goodman","Terve menoo jätkänretale"
"353",1977,"TRAEHXW128F146F3C5","Kenny Rogers","The Son Of Hickory Holler's Tramp"
"354",1977,"TRAEJDC128F92D1684","Lee Ritenour","Captain Fingers"
"355",1977,"TRAPCRV128F931425C","Marvin Hamlisch","Ride To Atlantis"
"356",1977,"TRBCYJZ128F931426B","Marvin Hamlisch","Anya"
"357",1977,"TRAFUKW12903CD802A","Mink DeVille","She's So Tough"
"358",1977,"TRATHPX128F9341B8A","Richard Hell & The Voidoids","Another World (Album Version)"
"359",1977,"TRALSXX128F92F94B0","Sex Pistols","Seventeen"
"360",1977,"TRALPXC128E07819A8","Sex Pistols","Pretty Vacant"
"361",1977,"TRBGUSS128F92F94BB","Sex Pistols","Looking For A Kiss"
"362",1977,"TRANOKE128F42703A6","Sugar Minott","Try Love"
"363",1977,"TRAPGGP128F92E83B3","Sugar Minott","Jah Jah Children"
"364",1977,"TRBBGFR128F427B5BD","The Chieftains","No. 6 The Coombe"
"365",1977,"TRBDGXH128F92E1661","The Clash","I'm So Bored With The U.S.A."
"366",1977,"TRAAEAM128F934B199","The Germs","Forming"
"367",1977,"TRARMUI128F147162F","The Jam","The Modern World"
"368",1977,"TRAZMZY128E078F06A","The Jam","Bricks And Mortar"
"369",1977,"TRADWAU128F145622F","The Moody Blues","Long Summer Days"
"370",1977,"TRATUSS128F92FD5AA","The Motors","You Beat The Hell Outta Me"
"371",1977,"TRBHDTL128F1468F7D","The Motors","Dancing The Night Away"
"372",1977,"TRBAJGK128F4244B16","The Real Kids","Just Like Darts"
"373",1977,"TRBBVFT128F42ABB02","Vangelis","3 + 3"
"374",1978,"TRADPSM128F92F5744","Alternative TV","Nasty Little Lonely"
"375",1978,"TRAGHJX128F426F76F","Bob Dylan","New Pony"
"376",1978,"TRAIVNL128F422CFE2","Buzzcocks","Get On Our Own"
"377",1978,"TRAUNEL128F1467D5C","Devo","Sloppy (I Saw My Baby Gettin')"
"378",1978,"TRAQQEE128EF342942","Irwin Goodman","Onni"
"379",1978,"TRBIIOT128F423C594","Joy Division","Leaders Of Men"
"380",1978,"TRBCGXN128F148C0CD","Paul Stanley","Move On"
"381",1978,"TRAHZHD128F1462C2D","Peter Tosh","Soon Come (2002 Digital Remaster)"
"382",1978,"TRAWBWG128F1462C30","Peter Tosh","Stand Firm (2002 Digital Remaster)"
"383",1978,"TRAMDEN128F429D23B","Prince","Baby (LP Version)"
"384",1978,"TRALIHL128E0791C9A","Rainbow","Rainbow Eyes"
"385",1978,"TRBHLEZ128F427E5AF","Ras Michael and the Sons of Negus","Ethiopian Anthem"
"386",1978,"TRAIWNA128F145E2CD","Robert Palmer","Love Can Run Faster"
"387",1978,"TRAIVLC12903CF3A0C","Steel Pulse","Ku Klux Klan"
"388",1978,"TRARGLY128F935AAD5","The Cortinas","Radio Rape"
"389",1978,"TRAZGIL128E0793F9B","The Police","So Lonely"
"390",1978,"TRAZSJF12903CB2B42","Uriah Heep","Falling In Love"
"391",1978,"TRAUMBG12903CF0D68","Walter Hawkins","Never Alone"
"392",1978,"TRAKXJS12903CE0434","Weirdos_ The","I Want What I Want"
"393",1978,"TRAGNUI128F1471068","Whitesnake","Don't Mess With Me (2006 Digital Remaster)"
"394",1979,"TRBFNMG128F4278109","Aerosmith","Reefer Head Woman"
"395",1979,"TRAGEVS128F145FEAD","April Wine","Say Hello"
"396",1979,"TRBBXEG128F424EC2C","April Wine","Babes In Arms"
"397",1979,"TRBIBAQ128F93279F5","Bad Company","Crazy Circles"
"398",1979,"TRBDTNY128F9327A10","Bad Company","Take The Time"
"399",1979,"TRAOPGC12903CF53F8","Bruford","Forever Until Sunday"
"400",1979,"TRAOXRL128F92F1A49","Chelsea","Decide"
"401",1979,"TRBBOFH128F14A2A46","Curtis Mayfield","You Better Stop"
"402",1979,"TRARJLC128F9323715","David Johansen","In Style"
"403",1979,"TRALBOZ128F4251490","Dead Kennedys","The Man with the Dogs"
"404",1979,"TRAIXQL128F1467D66","Devo","Soo Bawlz"
"405",1979,"TRANTCK128F428AC39","Floyd Cramer","Stood Up"
"406",1979,"TRATSSL128F92F67BD","Gregory Isaacs","Down the Line"
"407",1979,"TRAOWFX128F4261A00","Harry Connick_ Jr","Joe Avery's Piece"
"408",1979,"TRASTBP128F429755E","Irwin Goodman","Kopla ja kummisetä"
"409",1979,"TRAPBSY128F4282B60","Johnny Osbourne","We Need Love"
"410",1979,"TRAKGAX128F4264182","Jose Luis Perales","El Amor"
"411",1979,"TRAKDDB128F92D168A","Lee Ritenour","Is It You?"
"412",1979,"TRAICNK128F428E555","Los Chichos","Vuelve Junto A Mi"
"413",1979,"TRAFBXW128E0787291","Off Broadway","Bully Bully (LP Version)"
"414",1979,"TRBGDOU128F93341A2","Pat Metheny","Hermitage"
"415",1979,"TRAWGYZ128F92C494B","Patti Smith Group","Wave"
"416",1979,"TRAMXJC128F428E68F","Plasmatics","Sometimes I"
"417",1979,"TRAMDQE128F1458F98","Public Image Ltd","The Suit"
"418",1979,"TRAJPPJ128F1497140","Richard Lloyd","Number Nine (LP Version)"
"419",1979,"TRAUTCA128F429B624","Rickie Lee Jones","Danny's All-Star Joint (LP Version)"
"420",1979,"TRAQRNL128F42148D3","Sugar Minott","Walking Through the Ghetto"
"421",1979,"TRAIDUU128F145B15D","Suzi Quatro","Mama's Boy"
"422",1979,"TRBDBGX128F92F3BC9","The Clash","Death Or Glory"
"423",1979,"TRBHVSO128F92EFA78","The Fabulous Thunderbirds","Let Me In"
"424",1979,"TRAUOPR128F933634F","The In Crowd","Back A Yard"
"425",1979,"TRAENRA128F934B998","The Last","Century City Rag"
"426",1979,"TRAIIJJ12903CC0B1B","The Roches","Mr. Sellack (Album Version)"
"427",1979,"TRASOUI128E078F152","The Who","Anyway_ Anyhow_ Anywhere"
"428",1979,"TRAGKXX128F424F3B5","UK Subs","Crash Course"
"429",1979,"TRABULK12903CC1559","Wailing Souls","Very Well"
"430",1980,"TRAVFJV128F92D2043","Al Di Meola","Bianca's Midnight Lullaby"
"431",1980,"TRBEOCF128F426BFDC","Al Di Meola","Splendido Sundance"
"432",1980,"TRADYFD12903CE4161","Black Flag","Jealous Again"
"433",1980,"TRAJXNN128E078F945","Burning Spear","Civilized Reggae"
"434",1980,"TRACBOR128F422CFE4","Buzzcocks","Strange Thing"
"435",1980,"TRASYSY128F92F39F5","Circle Jerks","Group Sex"
"436",1980,"TRALENK128F92F39E9","Circle Jerks","Paid Vacation"
"437",1980,"TRBEBAS128F92EAC23","Curtis Mayfield","People Never Give Up"
"438",1980,"TRAJNIL12903D15541","Dead Kennedys","Kill the Poor"
"439",1980,"TRBDNIZ128E0781CCF","Dexy's Midnight Runners","Seven Days Too Long"
"440",1980,"TRBHJAY128F14A9061","Foghat","Dead End Street"
"441",1980,"TRARBYC128F92CEF3C","Gal Costa","Camisa Amarela"
"442",1980,"TRAIXFB128F423C5A8","Joy Division","Passover"
"443",1980,"TRBGJMS12903CE5583","Light Of The World","Pete's Crusade"
"444",1980,"TRAFYRA128F92FD549","Michael Stanley Band","Don't Stop The Music"
"445",1980,"TRAZTWI128F424CF73","Michael Stanley Band","He Can't Love you"
"446",1980,"TRAMEBP12903CD7EEA","Mink DeVille","Heaven Stood Still"
"447",1980,"TRATGTP128F427021D","Neil Diamond","Hey Louise"
"448",1980,"TRAGZQD128F428E68B","Plasmatics","Dream Lover"
"449",1980,"TRBCGHP128F933878A","Professor Longhair","Bald Head"
"450",1980,"TRANRFB128F1481F1E","Robert Palmer","Looking For Clues"
"451",1980,"TRAHVRW128F92F15FE","Ronnie Milsap","Why Don't You Spend The Night"
"452",1980,"TRBEJKS128F426D823","The Chieftains","When A Man's In Love"
"453",1980,"TRANDEK128F4259EBC","The Clash","Lose This Skin"
"454",1980,"TRAXAAS128F146B741","The Jam","Start!"
"455",1980,"TRBIBTE128E078E882","The Jam","Start!"
"456",1980,"TRAOLIX128E0793AFA","The Police","Man In A Suitcase"
"457",1980,"TRANKIL128F1476FA2","The Police","Voices Inside My Head"
"458",1980,"TRAODEJ12903CC4C53","The Roches","It's Bad For Me (Album Version)"
"459",1980,"TRAWKTD128F92F47FA","Twila Paris","I'll See You Sunday"
"460",1980,"TRATIBL128F4250E1C","Wailing Souls","Firehouse Rock"
"461",1980,"TRACYXW128F4297569","Whitesnake","Fool For Your Loving"
"462",1981,"TRAWHIX128F92F5792","Alternative TV","Dub In Bed"
"463",1981,"TRANZTY128F424D794","April Wine","Caught In The Crossfire"
"464",1981,"TRAZASN128F427DB44","Aswad","Ina Your Rights"
"465",1981,"TRAOHPG12903CE4155","Black Flag","Room 13"
"466",1981,"TRAULZG128F425E06C","Black Flag","Police Story"
"467",1981,"TRAGQLG128F9351109","Brian Eno And David Byrne","The Jezebel Spirit"
"468",1981,"TRATZQS128F1467D4B","Devo","Going Under"
"469",1981,"TRBDXOD128F422C47B","Egberto Gismonti","Carta De Amor"
"470",1981,"TRABZQU128F92ECDEF","Gal Costa","Canta Brasil"
"471",1981,"TRAOLOX128F422F02B","George Harrison","Baltimore Oriole (2004 Digital Remaster)"
"472",1981,"TRAAOJI128F1458DCD","Heaven 17","(We Don't Need This) Fascist Groove Thang"
"473",1981,"TRBGHHB128F1487CD2","Heaven 17","I'm Your Money (12'' Extended Version) (2006 Digital Remaster)"
"474",1981,"TRAWFZB128F92FFB99","Jefferson Starship","Stairway To Cleveland"
"475",1981,"TRAXKAQ128F930BCD6","Michael Stanley Band","You're My Love"
"476",1981,"TRAPQDB128F930BD28","Michael Stanley Band","Chemistry"
"477",1981,"TRALGWZ128F4241B20","Mikey Dread","The Jumping Master"
"478",1981,"TRBIFWB128F1460D8C","Mötley Crüe","Merry-Go-Round"
"479",1981,"TRAQZDZ128F92C9FCE","Orquesta Broadway","Principe Nino - Original"
"480",1981,"TRAXBUC128F1469548","Penguin Café Orchestra","Harmonic Necklace"
"481",1981,"TRARIRG128F147FC96","Phil Collins","I'm Not Moving"
"482",1981,"TRAJPUF128E0784808","Rainbow","Can't Happen Here"
"483",1981,"TRBCGKB12903CC0031","Robert Palmer","Some Guys Have All The Luck"
"484",1981,"TRADDRF128F145869F","Simple Minds","Careful In Career"
"485",1981,"TRAYCIH128E07890B9","The Cure","Doubt"
"486",1981,"TRAVGYX128E078E8A8","The Cure","Primary"
"487",1981,"TRAWJFG128F92EFA9B","The Fabulous Thunderbirds","Mathilda"
"488",1981,"TRAMTYX128F42985D0","The Misfits","Halloween II"
"489",1981,"TRAKNBW128F4249FD8","The Plasmatics","Summer Nite"
"490",1981,"TRAOXXQ12903CB5BB0","The Plimsouls","I Want You Back"
"491",1981,"TRAPGFN12903CB5BAC","The Plimsouls","Women"
"492",1981,"TRBFMTO128F9322AE7","The Rolling Stones","Start Me Up"
"493",1981,"TRAGAGQ128E0781352","The Stranglers","It Only Takes Two To Tango"
"494",1981,"TRAXLAY12903CA8612","The Sugarhill Gang","8th Wonder"
"495",1981,"TRBBWDJ128F42595D5","U2","October"
